Date,Open,High,Low,Close,Volume
2017-06-22,224.17,224.66,223.87,224,1344396
2017-06-23,223.12,223.65,222.72,223.37,1257512
2017-06-26,224,224.45,223.24,223.44,1321687
2017-06-27,223.21,223.52,221.63,221.66,3476711
2017-06-28,222.73,223.84,222.5,223.62,2875767
2017-06-29,223.81,223.92,220.42,221.69,4613043
2017-06-30,222.57,222.91,221.86,222.06,2982313
2017-07-03,223.09,223.53,222.47,222.55,1762460
2017-07-05,222.84,223.17,222,222.94,2043819
2017-07-06,222.16,222.25,220.72,220.94,2541830
2017-07-07,221.52,222.52,221.38,222.34,2148110
2017-07-10,222.2,222.99,222.04,222.57,1800233
2017-07-11,222.42,222.76,221.22,222.4,1638921
2017-07-12,223.47,224.28,223.47,224.07,1492107
2017-07-13,224.16,224.61,223.89,224.45,1485924
2017-07-14,224.52,225.9,224.39,225.47,1642410
2017-07-17,225.45,225.86,225.34,225.5,1176176
2017-07-18,225.13,225.69,224.73,225.67,3146451
2017-07-19,225.98,226.86,225.96,226.86,1255309
2017-07-20,227.13,227.25,226.4,226.93,1698108
2017-07-21,226.36,226.78,226.11,226.77,2461780
2017-07-24,226.67,226.83,226.22,226.69,1278162
2017-07-25,227.51,227.59,227.02,227.23,1349504
2017-07-26,227.57,227.59,226.98,227.3,1574199
2017-07-27,227.75,227.78,225.65,227.03,1834455
2017-07-28,226.54,226.92,226.09,226.77,2364130
2017-07-31,227.23,227.3,226.44,226.64,3020261
2017-08-01,227.3,227.32,226.68,227.15,1674501
2017-08-02,227.31,227.42,226.29,227.28,1889733
2017-08-03,227.18,227.18,226.55,226.88,1266394
2017-08-04,227.36,227.59,226.84,227.26,1039834
2017-08-07,227.33,227.66,227.2,227.63,848497
2017-08-08,227.34,228.62,226.73,227.18,1065082
2017-08-09,226.35,227.15,226,227.05,1536588
2017-08-10,226.24,226.35,223.85,223.93,3043288
2017-08-11,224.13,224.82,223.87,224.23,1584454
2017-08-14,225.56,226.67,225.56,226.43,2201879
2017-08-15,226.84,226.87,226.1,226.45,1309702
2017-08-16,226.95,227.39,226.37,226.81,1531378
2017-08-17,226.19,226.5,223.28,223.28,3396186
2017-08-18,223.09,224.27,222.45,222.87,2691136
2017-08-21,222.85,223.36,222.12,223.14,1281552
2017-08-22,223.72,225.6,223.69,225.4,1455656
2017-08-23,224.46,225.06,224.26,224.63,1463269
2017-08-24,225.04,225.17,223.88,224.11,1345458
2017-08-25,224.95,225.58,224.47,224.6,1220802
2017-08-28,225.16,225.21,224.19,224.68,800954
2017-08-29,223.25,225.16,223.15,224.85,1397426
2017-08-30,224.86,226.24,224.69,225.97,1377845
2017-08-31,226.63,227.58,226.55,227.3,2202709
2017-09-01,227.76,228.11,227.51,227.69,1393725
2017-09-05,227.1,227.35,224.98,226.01,2222499
2017-09-06,226.76,227.14,226.19,226.8,1523352
2017-09-07,227.13,227.13,226.34,226.75,1620341
2017-09-08,226.45,226.98,226.25,226.4,1896853
2017-09-11,227.85,229.01,227.84,228.87,2007238
2017-09-12,229.32,229.72,229.13,229.71,1535016
2017-09-13,229.37,229.85,229.28,229.85,1155775
2017-09-14,229.47,229.94,229.31,229.77,1857330
2017-09-15,229.62,230.13,229.49,230.09,1419681
2017-09-18,230.46,230.9,230.12,230.49,1325168
2017-09-19,230.79,230.85,230.44,230.77,1302418
2017-09-20,229.68,229.78,228.63,229.72,1850533
2017-09-21,229.54,229.58,228.87,229.07,1899880
2017-09-22,228.75,229.26,228.72,229.04,1599223
2017-09-25,228.82,229.2,227.86,228.7,1523677
2017-09-26,229.09,229.32,228.53,228.78,2335149
2017-09-27,229.53,230.06,228.6,229.67,2103859
2017-09-28,229.36,230.01,229.29,229.94,1084739
2017-09-29,229.91,230.83,229.74,230.76,1726212
2017-10-02,231,231.73,230.91,231.73,1960563
2017-10-03,231.9,232.25,231.67,232.2,1316354
2017-10-04,232.12,232.78,231.98,232.52,1006990
2017-10-05,232.86,233.93,232.76,233.9,1471827
2017-10-06,233.46,233.7,233.18,233.68,1101532
2017-10-09,233.48,233.93,232.98,233.27,768438
2017-10-10,233.84,234.25,233.29,233.86,1027667
2017-10-11,233.74,234.24,233.6,234.24,1036378
2017-10-12,233.87,234.27,233.64,233.88,1079399
2017-10-13,234.37,234.47,234.02,234.14,1067996
2017-10-16,234.41,234.69,234.04,234.51,1767459
2017-10-17,234.47,234.69,234.22,234.66,1332426
2017-10-18,235.06,235.09,234.68,234.87,1527797
2017-10-19,234.03,234.99,233.62,234.99,1653625
2017-10-20,235.8,236.19,235.53,236.16,1296336
2017-10-23,236.49,236.49,235.15,235.3,1100961
2017-10-24,235.68,235.89,235.27,235.63,1818387
2017-10-25,235.3,235.41,233.29,234.5,1943399
2017-10-26,235.1,235.41,234.67,234.72,3298206
2017-10-27,235.63,236.88,235.3,236.72,2824985
2017-10-30,236.13,236.62,235.53,235.86,1292944
2017-10-31,236.26,236.47,235.9,236.13,1357556
2017-11-01,237.03,237.39,236.13,236.54,2078341
2017-11-02,236.45,236.77,235.32,236.64,1908093
2017-11-03,236.83,237.44,236.34,237.43,1934371
2017-11-06,237.24,237.89,237.21,237.79,1688740
2017-11-07,237.89,238.22,237.11,237.69,1502717
2017-11-08,237.41,238.12,237.15,238.04,4710977
2017-11-09,236.73,237.34,235.48,237.18,1644276
2017-11-10,236.72,237.18,236.4,237.04,1018980
2017-11-13,236.33,237.52,236.31,237.32,900410
2017-11-14,236.44,236.85,235.64,236.74,2763302
2017-11-15,235.74,236.24,234.82,235.53,2436152
2017-11-16,236.52,237.93,236.5,237.54,1072436
2017-11-17,237.17,237.39,236.79,236.9,1370466
2017-11-20,237.12,237.47,236.86,237.21,1420439
2017-11-21,238.06,239,238,238.79,1151522
2017-11-22,238.86,238.95,238.44,238.62,2143705
2017-11-24,239.12,239.28,238.99,239.12,1219347
2017-11-27,239.19,239.53,238.83,239.05,2654255
2017-11-28,239.59,241.48,239.44,241.42,1800522
2017-11-29,241.6,242.18,240.84,241.33,2442133
2017-11-30,242.3,244.4,242.23,243.35,5451711
2017-12-01,243.25,243.71,239.52,242.9,3775569
2017-12-04,244.7,245.07,242.59,242.64,2162294
2017-12-05,242.91,243.58,241.63,241.78,1886330
2017-12-06,241.45,242.26,241.33,241.77,1204971
2017-12-07,241.69,242.91,241.55,242.57,2670007
2017-12-08,243.45,243.92,243.2,243.89,1685660
2017-12-11,243.94,244.71,243.9,244.68,2513268
2017-12-12,244.94,245.58,244.69,245.1,1854983
2017-12-13,245.36,245.8,244.97,245.04,1808436
2017-12-14,245.4,245.48,244,244.07,1932948
2017-12-15,245.15,246.55,245.07,246.12,3170751
2017-12-18,247.52,248.01,247.45,247.65,2089580
2017-12-19,247.92,247.95,246.63,246.75,3170296
2017-12-20,247.72,247.77,246.27,246.56,2569992
2017-12-21,247.22,247.81,246.82,247.06,2262361
2017-12-22,247.09,247.13,246.44,247.01,1888511
2017-12-26,245.66,245.71,245.26,245.54,1492258
2017-12-27,245.71,246.02,245.38,245.68,1379426
2017-12-28,246.13,246.21,245.77,246.14,2346711
2017-12-29,246.76,246.77,245.03,245.29,2326724
2018-01-02,246.15,247.09,245.74,247.09,2784283
2018-01-03,247.24,248.7,247.18,248.56,2917652
2018-01-04,249.27,250.12,249.17,249.65,2918028
2018-01-05,250.46,251.4,249.95,251.25,2190162
2018-01-08,251.16,251.88,250.87,251.77,2476193
2018-01-09,252.18,252.94,251.91,252.3,2129810
2018-01-10,251.51,252.17,250.82,251.87,1953626
2018-01-11,252.47,253.73,252.33,253.73,2280293
2018-01-12,254.03,255.56,253.9,255.41,2054913
2018-01-16,256.79,257.4,253.8,254.48,3719563
2018-01-17,255.5,257.35,254.74,256.94,1867698
2018-01-18,256.84,257.27,256.02,256.59,3154233
2018-01-19,257.15,257.69,256.53,257.68,2541164
2018-01-22,257.45,259.78,257.45,259.75,1607788
2018-01-23,259.84,260.63,259.51,260.34,2161081
2018-01-24,261.03,261.63,259.02,260.21,2935509
2018-01-25,261.17,261.22,259.53,260.33,3585564
2018-01-26,261.33,263.37,260.97,263.36,2857269
2018-01-29,262.83,263.25,261.48,261.54,5145000
2018-01-30,259.67,260.35,258.46,258.75,6678947
2018-01-31,259.83,260.38,257.95,258.99,5597301
2018-02-01,258.29,260.12,257.95,258.73,3125707
2018-02-02,257.37,257.5,253.09,253.19,5532170
2018-02-05,251.26,253.47,241.92,242.79,8559206
2018-02-06,238.8,247.81,237.67,247.28,11701703
2018-02-07,246.71,250.28,245.92,245.93,6240150
2018-02-08,246.25,246.43,236.7,236.79,6985672
2018-02-09,239.6,242.2,232.42,240.44,9713095
2018-02-12,242.5,245.32,240.66,243.74,4236207
2018-02-13,242.63,245,241.97,244.56,3077691
2018-02-14,243,248.12,242.84,247.76,3650816
2018-02-15,249.6,250.97,246.98,250.97,2923845
2018-02-16,250.27,253,250.17,250.94,3007455
2018-02-20,250,251.51,248.6,249.42,3454368
2018-02-21,249.86,252.44,248.11,248.11,2797969
2018-02-22,249.17,250.9,247.81,248.41,3177722
2018-02-23,249.82,252.49,249.3,252.49,2923105
2018-02-26,253.56,255.5,252.99,255.4,1891991
2018-02-27,255.63,256.34,252.14,252.14,2947118
2018-02-28,253.37,253.82,249.34,249.34,2716623
2018-03-01,249.53,251.03,244.45,246.05,5182334
2018-03-02,244.24,247.86,243.33,247.36,3276498
2018-03-05,246.02,250.79,245.95,250.2,3024611
2018-03-06,251.22,251.25,249.23,250.83,1931994
2018-03-07,248.54,251.07,248.36,250.72,2730204
2018-03-08,251.4,252.02,250.36,251.89,3021617
2018-03-09,253.4,256.26,253.05,256.25,2450814
2018-03-12,256.64,257.25,255.58,256,2029174
2018-03-13,257.2,257.71,253.71,254.31,3080622
2018-03-14,255.33,255.51,252.46,252.97,2352702
2018-03-15,253.55,254.21,252.22,252.73,2161474
2018-03-16,253.23,254.08,252.97,252.99,1554574
2018-03-19,252.25,252.26,247.87,249.61,2715818
2018-03-20,249.99,250.66,249.33,250.05,1991443
2018-03-21,249.94,252.12,249.31,249.47,2777343
2018-03-22,247.11,248.08,243.03,243.27,3589391
2018-03-23,243.74,244.52,237.92,238.09,3815476
2018-03-26,240.82,243.81,238.32,243.53,5528998
2018-03-27,244.47,245.04,237.77,239.31,3363565
2018-03-28,239.46,241.22,237.53,238.64,4384132
2018-03-29,239.85,243.61,239.08,242.08,2911487
2018-04-02,241.19,241.7,233.92,236.48,4696395
2018-04-03,237.81,240,235.93,239.48,3287873
2018-04-04,235.87,242.81,235.7,242.24,4598042
2018-04-05,243.9,244.89,242.8,243.99,3436604
2018-04-06,241.94,243.51,236.98,238.62,4931574
2018-04-09,240.15,243.25,239.32,239.59,2955982
2018-04-10,242.75,244.38,241.57,243.54,2905551
2018-04-11,242,243.99,241.95,242.25,2068330
2018-04-12,243.71,245.25,243.47,244.28,1723600
2018-04-13,245.84,245.84,242.5,243.6,2887665
2018-04-16,245.27,246.35,244.41,245.58,2149239
2018-04-17,247.42,248.81,246.88,248.22,2301788
2018-04-18,248.66,249.22,247.94,248.36,1365069
2018-04-19,247.62,247.89,245.96,247,1997232
2018-04-20,246.95,247.13,243.97,245,2103856
2018-04-23,245.55,246.08,243.75,244.89,1472625
2018-04-24,245.97,246.12,240.01,241.55,3653453
2018-04-25,241.51,242.63,239.6,242.17,2354766
2018-04-26,243.22,245.47,242.77,244.66,2106791
2018-04-27,245.23,245.57,243.89,244.92,2178868
2018-04-30,245.51,246.05,242.85,242.92,2146101
2018-05-01,242.45,243.52,240.76,243.44,2323139
2018-05-02,243.21,244.02,241.36,241.78,1636419
2018-05-03,240.88,241.9,237.92,241.21,2666472
2018-05-04,240.25,245.06,239.89,244.41,1785210
2018-05-07,245.19,246.19,244.46,245.17,3127179
2018-05-08,244.83,245.53,243.57,245.16,1924488
2018-05-09,245.86,247.9,245.36,247.54,1506163
2018-05-10,248.36,250.2,248.25,249.86,1537619
2018-05-11,250.04,250.92,249.48,250.47,1703455
2018-05-14,251.12,251.76,250.21,250.75,1478203
2018-05-15,249.5,249.52,248.06,249.03,2600622
2018-05-16,249.08,250.54,249.07,250.09,2588718
2018-05-17,249.79,250.99,249.08,249.88,1714614
2018-05-18,249.53,249.85,248.89,249.26,1703135
2018-05-21,250.77,251.68,250.43,251.09,1263289
2018-05-22,251.67,251.94,250.1,250.37,1055352
2018-05-23,249.12,251.15,248.95,251.15,1484145
2018-05-24,250.74,251,248.76,250.67,2025388
2018-05-25,250.04,250.64,249.49,250.04,1654804
2018-05-29,248.28,249.08,245.97,247.15,4465821
2018-05-30,248.53,250.88,248.43,250.41,1359687
2018-05-31,249.99,250.3,248.28,248.79,2378804
2018-06-01,250.23,251.65,250.17,251.41,1953882
2018-06-04,252.17,252.8,251.96,252.52,2031482
2018-06-05,252.66,253.13,251.87,252.87,1491157
2018-06-06,253.37,254.96,252.72,254.89,2763168
2018-06-07,255.37,255.7,253.88,254.77,2616287
2018-06-08,254.36,255.62,254.19,255.57,1517453
2018-06-11,255.79,256.67,255.7,255.9,2648046
2018-06-12,256.39,256.63,255.6,256.33,1182220
2018-06-13,256.53,256.77,255.23,255.31,2507760
2018-06-14,256.31,256.62,255.46,256.05,1914094
2018-06-15,255.27,256.07,254.13,255.83,2000057
2018-06-18,254.18,255.36,253.71,255.22,2019689
2018-06-19,252.83,254.46,252.42,254.25,1863323
2018-06-20,254.97,255.37,254.32,254.71,1578179
2018-06-21,254.66,254.67,252.58,253.12,4037572
2018-06-22,254.4,254.52,253.32,253.57,3092670
2018-06-25,252.37,252.51,248.35,250.06,6690013
2018-06-26,250.66,251.53,249.91,250.61,2971320
2018-06-27,251.27,252.73,248.43,248.53,3433775
2018-06-28,247.3,249.6,246.63,248.88,2638408
2018-06-29,249.98,251.36,249.1,249.51,3711575
2018-07-02,247.56,249.89,247.32,249.8,1943137
2018-07-03,250.68,250.76,248.44,248.79,1157884
2018-07-05,250.07,250.94,248.91,250.92,1948090
2018-07-06,250.91,253.39,250.52,253.01,2622491
2018-07-09,254.05,255.32,254.01,255.25,3979469
2018-07-10,255.75,256.3,255.45,256.14,1314531
2018-07-11,254.6,255.41,254.03,254.39,2335052
2018-07-12,255.66,256.66,255.01,256.57,2874031
2018-07-13,256.49,257.16,255.99,256.79,1814928
2018-07-16,256.89,257.01,256.16,256.63,993457
2018-07-17,255.85,258.06,255.8,257.73,1825871
2018-07-18,257.76,258.32,257.28,258.2,2606817
2018-07-19,257.5,257.9,256.75,257.22,2050473
2018-07-20,257,257.65,256.78,256.98,2710786
2018-07-23,256.73,257.61,256.4,257.47,1447020
2018-07-24,258.84,259.57,257.82,258.68,2916394
2018-07-25,258.54,261.25,258.43,261.05,2623349
2018-07-26,260.14,261.01,260.1,260.28,2166453
2018-07-27,260.73,260.74,257.58,258.59,2666731
2018-07-30,258.6,258.78,256.64,257.1,1601425
2018-07-31,258.02,259.09,257.6,258.4,1992498
2018-08-01,258.64,259.19,257.35,258.08,1651723
2018-08-02,256.73,259.6,256.48,259.39,1767326
2018-08-03,259.6,260.66,259.39,260.66,2017560
2018-08-06,260.56,261.83,260.2,261.64,1842998
2018-08-07,262.2,262.78,262.08,262.37,2619229
2018-08-08,262.23,262.67,261.79,262.23,1560785
2018-08-09,262.33,262.74,261.76,261.9,1084398
2018-08-10,260.36,260.96,259.43,260.12,2395462
2018-08-13,260.41,261.07,258.9,259.14,3685433
2018-08-14,259.94,261.07,259.55,260.81,1531808
2018-08-15,259.43,259.55,257.39,258.89,2587788
2018-08-16,260.36,261.89,260.35,260.99,1693138
2018-08-17,260.71,262.38,260.35,261.86,2278823
2018-08-20,262.4,262.74,261.9,262.44,1245462
2018-08-21,263.01,263.97,262.86,263.01,1937866
2018-08-22,262.64,263.45,262.39,262.93,1708066
2018-08-23,262.68,263.63,262.21,262.55,2308144
2018-08-24,263.16,264.29,263.11,264.2,2329248
2018-08-27,265.38,266.35,265.26,266.19,2370987
2018-08-28,266.76,266.83,265.89,266.34,3027196
2018-08-29,266.59,268.05,266.34,267.8,2116106
2018-08-30,267.31,267.71,266.12,266.71,2625499
2018-08-31,266.33,267.22,265.83,266.72,3172354
2018-09-04,266.35,266.66,265.26,266.35,3623299
2018-09-05,265.91,266.13,264.52,265.6,4595466
2018-09-06,265.69,265.99,263.7,264.82,1687900
2018-09-07,263.63,265.26,263.45,264.18,2634408
2018-09-10,265.28,265.57,264.51,264.68,2832699
2018-09-11,264.03,266.05,263.68,265.68,3420386
2018-09-12,265.61,266.26,264.83,265.71,3019831
2018-09-13,266.78,267.42,266.47,267.22,2087871
2018-09-14,267.47,267.62,266.47,267.36,1860996
2018-09-17,267.22,267.26,265.59,265.85,2515315
2018-09-18,266.1,267.92,266.09,267.3,1823641
2018-09-19,267.35,268.03,267.23,267.6,2077480
2018-09-20,268.89,270.1,268.79,269.75,3349666
2018-09-21,270.55,270.67,269.37,269.56,1352509
2018-09-24,268.93,269.07,268.02,268.66,2070891
2018-09-25,269.1,269.17,268.15,268.33,2360730
2018-09-26,267.32,268.54,265.95,266.34,2568392
2018-09-27,266.88,268.24,266.6,267.08,3077514
2018-09-28,266.5,267.65,266.43,267.05,1774303
2018-10-01,268.46,269.18,267.39,268.04,1969245
2018-10-02,267.97,268.67,267.55,268.01,3034122
2018-10-03,269.02,269.47,267.72,268.24,2505783
2018-10-04,267.57,267.66,264.37,266.04,5004396
2018-10-05,266.19,266.77,263.02,264.54,2564702
2018-10-08,263.77,264.85,262.38,264.47,3219556
2018-10-09,264.1,265.45,263.55,264.13,2078186
2018-10-10,263.62,263.62,255.37,255.6,5803925
2018-10-11,254.81,256.29,248.45,250.22,9037039
2018-10-12,254.39,254.64,250.3,253.6,7116658
2018-10-15,253.19,254.56,252.04,252.21,3306202
2018-10-16,254.14,258.1,253.7,257.58,3308475
2018-10-17,257.75,258.34,255.07,257.67,2845791
2018-10-18,256.75,257.35,252.69,254.05,3046804
2018-10-19,254.67,256.62,253.15,253.85,2684216
2018-10-22,254.55,254.86,252.17,252.8,2101976
2018-10-23,249,252.58,246.84,251.28,5206532
2018-10-24,251.19,251.55,243.25,243.78,4065746
2018-10-25,245.71,249.79,244.67,248.15,4443798
2018-10-26,244.34,246.98,241.04,243.76,5278769
2018-10-29,247.03,248.35,238.79,242.5,5126245
2018-10-30,242.31,246.38,241.8,246.21,3619131
2018-10-31,248.72,251.08,248.27,248.79,4073392
2018-11-01,249.63,251.54,248.46,251.37,2870694
2018-11-02,252.44,252.9,247.75,249.81,3184459
2018-11-05,250.32,251.79,249.39,251.23,1912193
2018-11-06,251.18,252.98,251.12,252.82,2255176
2018-11-07,255.07,258.32,254.65,258.16,3090762
2018-11-08,257.49,258.44,256.65,257.72,2467027
2018-11-09,256.5,256.64,253.81,255.34,3078726
2018-11-12,254.69,254.96,249.95,250.41,2710563
2018-11-13,250.96,253.01,249.28,249.99,3097001
2018-11-14,251.96,252.34,246.66,248.28,3619875
2018-11-15,247.02,251.39,245.43,250.85,3956086
2018-11-16,249.77,252.47,249.26,251.49,2342780
2018-11-19,250.94,251.21,246.35,247.32,2973794
2018-11-20,243.84,245.32,241.83,242.77,5000937
2018-11-21,244.24,245.44,243.52,243.58,2425494
2018-11-23,241.8,243.35,241.73,242.01,830910
2018-11-26,244.23,245.84,243.85,245.8,2498530
2018-11-27,244.73,246.6,244.12,246.57,2849731
2018-11-28,247.72,252.33,246.75,252.33,3723260
2018-11-29,251.54,253.25,250.36,251.81,3279417
2018-11-30,251.64,253.94,251.35,253.48,2992752
2018-12-03,257.65,257.74,255.06,256.61,3942694
2018-12-04,255.85,256.27,248.06,248.65,3837367
2018-12-06,244.42,248.09,241.13,248.02,7712736
2018-12-07,247.63,249.24,241.37,242.26,3928373
2018-12-10,242,243.62,237.62,242.55,5983702
2018-12-11,245.95,246.12,241.19,242.62,4543174
2018-12-12,245.8,247.16,243.85,243.96,4117033
2018-12-13,244.86,245.76,242.7,243.88,2610765
2018-12-14,241.65,242.63,238.77,239.38,5088580
2018-12-17,237.06,238.22,231.68,233.23,6127188
2018-12-18,235,235.68,231.48,233.14,4691397
2018-12-19,233.21,237,227.78,229.42,8215557
2018-12-20,228.35,229.9,223.54,225.65,12141874
2018-12-21,226.74,229.46,220.57,221.16,11811553
2018-12-24,219.74,220.8,215.07,215.07,8493506
2018-12-26,216.88,226.1,214.83,225.95,11597965
2018-12-27,222.96,228.12,219.6,228.05,9578360
2018-12-28,229.32,231.07,226.52,227.76,7436353
2018-12-31,229.31,229.97,227.45,229.81,6683957
2019-01-02,226.18,230.85,226.02,229.99,4891329
2019-01-03,228.1,228.42,223.97,224.5,3330026
2019-01-04,227.54,232.62,227.15,231.91,5100088
2019-01-07,232.29,235.23,231.32,233.65,3706014
2019-01-08,236.05,236.46,233.43,235.92,3546649
2019-01-09,236.71,237.94,235.46,237.01,4564975
2019-01-10,235.65,238.17,234.85,238,2813503
2019-01-11,236.85,238,236.24,237.89,2551033
2019-01-14,236.1,237.39,235.69,236.58,2653373
2019-01-15,236.97,239.59,236.97,239.35,5103721
2019-01-16,239.72,240.77,239.52,239.88,4066725
2019-01-17,239,242.55,238.95,241.67,3058990
2019-01-18,243.56,245.37,242.76,244.92,4943293
2019-01-22,243.39,243.58,239.97,241.66,5786312
2019-01-23,242.68,243.34,239.58,242.02,3076411
2019-01-24,241.9,242.82,240.91,242.26,2197083
2019-01-25,244.11,245.11,243.67,244.32,3677453
2019-01-28,242.09,242.49,240.63,242.43,2407817
2019-01-29,242.55,243.12,241.27,242.13,2436863
2019-01-30,243.66,246.78,242.88,245.96,6028369
2019-01-31,245.86,248.53,245.68,248.01,5308074
2019-02-01,248.31,249.29,247.46,248.22,3718458
2019-02-04,248.3,250.02,247.59,249.99,2541718
2019-02-05,250.44,251.33,249.92,251.1,3613583
2019-02-06,250.75,251.22,249.95,250.79,2052224
2019-02-07,249.04,249.58,246.62,248.33,3907773
2019-02-08,247.01,248.71,246.2,248.65,2512937
2019-02-11,249.28,249.51,248.22,248.78,2986595
2019-02-12,250.38,252.36,250.34,252,5980510
2019-02-13,252.82,253.66,252.39,252.76,3569322
2019-02-14,251.65,253.36,250.83,252.2,3247823
2019-02-15,254.03,255,253.81,254.98,2806559
2019-02-19,254.15,256.09,254.15,255.42,2509320
2019-02-20,255.41,256.38,254.89,256.01,2156348
2019-02-21,255.33,255.64,254.04,255.08,2020305
2019-02-22,255.69,256.81,255.45,256.61,2119396
2019-02-25,258.09,258.61,256.88,256.99,2941301
2019-02-26,256.55,257.64,256.41,256.8,4629597
2019-02-27,256.06,257.02,255.1,256.67,2136525
2019-02-28,256.42,256.88,255.85,256.07,2207061
2019-03-01,257.81,258.21,256.33,257.83,2867054
2019-03-04,258.87,259.1,254.49,256.84,3384212
2019-03-05,256.99,257.17,255.96,256.54,2475939
2019-03-06,256.62,256.62,254.6,254.9,2514851
2019-03-07,254.48,254.6,251.95,252.85,6441203
2019-03-08,250.88,252.45,250.34,252.34,4522303
2019-03-11,253.04,256.12,253.02,256.02,1884219
2019-03-12,256.52,257.46,256.37,256.93,2272244
2019-03-13,257.84,259.59,257.69,258.68,1974278
2019-03-14,258.68,259.12,258.04,258.59,1557517
2019-03-15,259.02,260.57,258.87,259.85,3151255
2019-03-18,260,260.99,259.77,260.78,1830005
2019-03-19,261.81,262.59,259.88,260.86,4061805
2019-03-20,260.54,261.77,258.84,259.93,3415587
2019-03-21,257.68,261.86,257.68,261.43,2968299
2019-03-22,260.07,260.61,256.37,256.46,4317418
2019-03-25,256.09,257.28,254.95,256.23,2893593
2019-03-26,258.01,259.12,256.73,258.08,3177622
2019-03-27,258.15,258.73,255.23,256.88,2714361
2019-03-28,257.45,258.22,256.27,257.88,1716681
2019-03-29,259.34,259.72,258.18,259.54,2831325
2019-04-01,261.46,262.78,261.19,262.53,3304080
2019-04-02,262.67,262.85,261.81,262.62,1512626
2019-04-03,263.87,264.25,262.4,263.11,1937471
2019-04-04,263.37,263.96,262.67,263.74,1738462
2019-04-05,264.42,265.06,264.12,265.01,1504961
2019-04-08,264.57,265.31,263.91,265.24,1720280
2019-04-09,264.22,264.54,263.29,263.83,2016861
2019-04-10,264.25,264.84,263.85,264.74,2990910
2019-04-11,265.24,265.24,264.09,264.69,1567704
2019-04-12,266.33,266.77,265.63,266.48,1903391
2019-04-15,266.57,266.64,265.47,266.3,1584741
2019-04-16,267.2,267.24,265.86,266.49,2448023
2019-04-17,267.59,267.61,265.4,265.84,1872369
2019-04-18,266.44,266.6,265.08,266.34,2789064
2019-04-22,265.56,266.71,265.47,266.6,1126745
2019-04-23,266.96,269.19,266.71,268.9,2618323
2019-04-24,268.89,269.21,268.23,268.37,1393371
2019-04-25,268.28,268.88,266.98,268.27,1237409
2019-04-26,268.28,269.54,267.46,269.5,2172615
2019-04-29,269.56,270.41,269.46,269.84,1892536
2019-04-30,269.56,270.31,268.11,270.01,2024551
2019-05-01,270.68,270.87,268,268.04,2669356
2019-05-02,267.88,268.8,265.93,267.51,3009045
2019-05-03,268.92,270.32,268.7,270.05,1969316
2019-05-06,265.65,269.36,265.31,268.98,3966927
2019-05-07,266.48,267.08,262.48,264.62,4752538
2019-05-08,264.14,265.82,263.47,264.1,2662696
2019-05-09,261.94,263.84,260.2,263.29,3094808
2019-05-10,262.37,265.38,259.27,264.52,3132036
2019-05-13,259.37,260.34,257.07,258.03,5548217
2019-05-14,258.99,261.82,258.84,260.27,4702647
2019-05-15,258.63,262.45,258.4,261.81,2444406
2019-05-16,262.47,265.6,262.45,264.21,3221513
2019-05-17,261.89,265.02,261.86,262.61,2719513
2019-05-20,260.9,262.11,260.02,260.82,2762623
2019-05-21,262.5,263.51,262.25,263.03,2760813
2019-05-22,262.12,263.29,261.87,262.31,3421502
2019-05-23,260.08,260.1,257.68,259.24,3813201
2019-05-24,260.6,260.99,259.06,259.69,1833053
2019-05-28,259.96,260.96,257.29,257.36,2566079
2019-05-29,256.13,256.52,254.1,255.59,4593562
2019-05-30,256.28,257.18,255.14,256.3,2977192
2019-05-31,253.63,254.49,252.77,252.87,3698782
2019-06-03,252.83,253.96,250.77,252.12,3825614
2019-06-04,254.48,257.76,254.03,257.67,3536293
2019-06-05,259.24,259.88,257.42,259.85,2646522
2019-06-06,260.17,262.26,259.51,261.54,2277840
2019-06-07,262.62,265.29,262.45,264.15,1877426
2019-06-10,265.76,267.1,265.3,265.39,2846143
2019-06-11,267.25,267.65,264.69,265.34,1894531
2019-06-12,265.12,265.7,264.36,264.84,1712276
2019-06-13,265.82,266.36,265.11,266.02,1813685
2019-06-14,265.71,266.29,264.91,265.62,1203356
2019-06-17,265.94,266.56,265.62,265.86,1782613
2019-06-18,267.65,269.66,267.3,268.51,2340697
2019-06-19,268.74,269.72,267.76,269.22,1684486
2019-06-20,271.94,272.19,269.73,271.73,3288090
2019-06-21,271.53,272.79,271.17,271.41,2225992
2019-06-24,271.59,271.92,270.9,271.06,3518370
2019-06-25,271.1,271.13,268.27,268.38,2287082
2019-06-26,269.3,269.82,268.02,268.12,2988721
2019-06-27,267.49,268.19,267.17,267.67,2054580
2019-06-28,268.7,269.55,268.18,269.15,2883271
2019-07-01,272.46,272.65,270.3,271.44,4505600
2019-07-02,271.47,272.25,270.62,272.23,3041654
2019-07-03,272.91,274.37,272.76,274.32,2335798
2019-07-05,273.14,274.25,271.86,273.97,3362535
2019-07-08,272.79,273.06,272.03,272.6,3131845
2019-07-09,271.4,273.22,271.34,272.94,2532925
2019-07-10,274.02,275.19,273.46,274.21,2853620
2019-07-11,274.87,275.11,273.85,274.76,2249449
2019-07-12,275.39,276.19,275.06,276.11,2932354
2019-07-15,276.53,276.55,275.71,276.18,1466344
2019-07-16,276.12,276.27,274.99,275.28,1564200
2019-07-17,275.28,275.4,273.42,273.42,1758128
